	Heart	Liver	Ovary	Testis	lung	Adrenal	Gallbladder	Pancreas	Kidney	esophagus	colon	Rectum	urinary_bladder	prostate	placenta
NAT8	0	120.52	0	0	0	0	0	0	1163.88	0	0	0	0	0	0
GSR	0	253.07	389.71	419.73	172.29	130.26	197.52	346.46	362.06	141	261.95	330.65	326.16	345.77	133.39
HDHD2	0	120.22	177.3	177.8	39.96	154.08	19.47	79.19	95.66	24.17	129.1	82.63	109.31	58.64	43.83
MYH11	0	119.97	1434.2	1217.21	1899.73	728.47	8017.13	482.1	532.02	3800.19	8469.65	10370.58	11210.79	7177.22	63.27
UGT1A1	0	118.01	0	0	0	0	0	0	0	0	0	0	0	0	0
SRSF6	0	21.66	33.13	103.52	43.21	18.51	21.05	107.03	10.61	8.71	19.94	33.09	13.91	36.98	55.29
CNN2	0	35.63	161.26	173.74	253.8	86.99	181.37	217.95	99.7	10.23	140.57	116.62	152.47	173.8	111.35
ARSE	0	117.54	0	0	0	0	0	81.73	6.4	0	8.01	3.99	5.59	0	0
XYLB	0	117.52	3.21	20.06	0	0	0	24.19	46.76	0	4.51	13.46	9.43	7.17	0
SERPINE1	0	15.23	0	0	0	0	0	0	0	0	0	0	0	0	13.88
ASGR2	0	117.31	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP4	0	99.23	422.76	398.34	169.62	135.25	243.35	242.78	19.09	91.2	117.43	114.75	174.38	250.64	100.78
CSH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10460.13
IGF2BP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.52
GRB2	0	88.46	170.98	224.52	237.5	184.12	187.36	78.45	183.27	218.92	198.36	332.6	225.67	248.94	260.5
VPS25	0	115.74	72.25	28.22	54.96	141.27	40.17	40.84	91.09	132.98	88.78	88.39	35.37	80.65	150.7
PCBP1	0	791.35	899.49	874.3	516.96	1016.19	955.66	1032.04	744.78	551.84	596.51	740.59	538.26	647.04	750.47
S100A13	0	29.91	212.36	238.17	198.81	63.88	96.87	246.25	73.22	120.26	275.29	251.23	255.93	291.74	54.52
CTSZ	0	298.81	66.39	74.91	193.59	144.24	114.83	175.15	179.8	40.73	186.48	177.92	43.34	92.64	64.63
PCYOX1	0	305.87	420.16	361.77	548.6	258.75	93.19	269.31	396.68	170.49	218.36	161.89	268.88	240.03	138.01
RRAS2	0	43.98	160.16	150.11	158.37	104.39	154.33	120.72	116.66	44.22	168.69	78.37	494.01	223.46	320.7
ITIH2	0	54.78	167.21	133.81	198.15	178.96	352.26	106.13	78.89	119.86	252.12	206.71	187.86	174.85	49.93
HNRNPH1	0	285.71	799.34	840.38	480.63	525.95	648.93	975.46	481.99	357.29	368.84	564.11	216.18	463.11	431.9
PAFAH1B2	0	93.92	256.5	183.17	89.19	219.72	76.05	55.24	147.82	215.81	123.5	61.48	71.76	81.8	207.89
HLA-DRA	0	113.92	104.8	136.43	1783.75	401.31	145.66	148.12	396.37	192.89	321.96	164.85	83.38	204.72	0
H2AFX	0	113.26	1039.3	309.25	112.94	80.64	91.71	130.56	69.32	22.77	191.13	190.29	48.46	151.92	0
MRPS22	0	33.24	40.85	52	34.53	94.68	20.19	75.27	101.74	0	38.25	44.43	17.78	35.47	98.47
CRYAB	0	51.05	343.93	338.81	381.81	242.34	1929.22	434.39	4614.42	3062.36	1044.31	1221.64	1237.88	1400.7	666.96
FKBP2	0	339.79	419.1	473.87	109.3	218.52	177.52	541.52	147.6	44.08	302.69	401.8	105.53	253.95	339.67
PLA2G12A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APRT	0	472.38	506.5	388.14	232.62	436.01	283.35	417.78	406.94	369.37	254.99	187.06	177.8	298.68	302.98
FAM219B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOC1	0	110.28	0	0	61.1	157.05	0	0	90.01	36.96	0	0	19.66	0	67.01
LDHAL6A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf123	0	38.02	311.48	259.5	94.77	148.87	169.31	172.17	104.71	133.76	131.23	203.23	233.83	243.37	155.92
C14orf166	0	110	440.62	368.49	223.44	295.89	59.38	171.09	149.62	233.46	225.01	140.01	169.97	216.11	245.08
FMO1	0	2.84	9.32	22.65	0	0	0	4.68	149.71	0	0	0	0	0	0
PRKCSH	0	577.29	536.06	443.33	268.64	374.05	327.23	432.57	236.75	150.9	345.41	365.92	299.51	281.58	436.72
ETHE1	0	221.54	40.34	70.01	235.23	201.56	99.66	0	241.07	148.48	585.35	498.17	171.16	202.61	246.8
DLAT	0	109.38	114.06	149.9	99.16	141.61	52.34	122.82	100.43	99.97	125.86	110.12	90.42	100.04	63.44
GPX2	0	109.38	0	0	51.94	0	265.72	0	0	15.71	239.73	202.87	158.8	95.27	0
EHD4	0	109.35	171.53	86.13	298.24	103.81	86.28	147.76	147.6	73.29	150.56	167.02	116.98	126.5	40.89
PAEP	0	0	0	0	0	0	0	0	0	0	0	0	0	121.7	818.69
MAPK1	0	91.17	425.56	287.6	289.27	200.65	127.52	156.97	197.86	116.66	228.88	196.22	212.79	222.35	105.76
HIBADH	0	859.36	339.45	425.33	169.45	788.19	322.39	343.81	707.29	146.43	372.43	281.8	202.55	260.5	477.93
ITGAX	0	1.34	0	0	2.23	0	0	2.21	0	0	0	2.05	0	0	0
IFI30	0	36.8	6.7	6.98	193.69	96.08	99.34	191.93	15.02	0	169.39	74.95	6.56	14.96	0
RPL8	0	471.28	561.65	501.36	406.88	244.04	356.85	624.93	149.85	159.98	272.31	430.03	294.63	268.68	334.71
BOP1	0	8.2	29.13	37.34	0	5.84	6.64	20.27	0	0	6.29	12.53	2.19	7.5	0
PAGE2B	0	14.25	0	48.62	0	0	0	0	0	0	0	0	0	0	0
PIPOX	0	630.58	0	0	0	0	0	0	381.21	0	0	0	0	0	0
KHK	0	571.23	17.18	11.92	0	7.46	8.49	0	731.38	0	0	0	0	0	0
MFAP4	0	41.91	457.86	286.1	1651.84	238.74	513.93	197.21	102.62	842.7	146.97	265.21	390.7	532.98	0
SEPHS2	0	108.78	0	0	6.03	5.16	0	17.91	39.95	0	0	11.08	0	0	0
RAB5A	0	108.75	158.4	214.46	240.98	247.78	152.64	286.55	239.63	174.93	211.33	132.88	147.36	141.45	422.91
RAB11B	0	406.25	474.41	517.97	1012.75	887.72	555.84	23.07	951.78	1281.57	419.08	374.44	52.45	307.48	319.2
IDH3A	0	108.31	222.45	276.02	122.4	444.2	161.38	199.77	238.66	121.95	192.75	198.52	139.03	179.62	292.21
HOPX	0	0	0	0	69.02	0	0	102.59	50.84	208.77	0	31.72	0	101.29	75.71
ACSF2	0	108.27	82.52	94.53	20.92	609.54	36.7	58.05	909.28	5.06	69.53	123.06	43.09	49.12	82.62
TPD52L2	0	107.99	362.33	561.62	410.21	0	237.35	317.56	358.82	372.21	426	388.78	264.04	338.6	337.45
C8G	0	107.8	344.87	376.68	191.95	263.15	324.22	114.12	405.32	325.11	224.44	235.21	214.15	281.67	56.14
CYP19A1	0	0	0	0	0	4.22	0	0	0	0	0	0	0	0	1404.5
GPX7	0	0	26.77	27.88	0	11.63	0	13.45	0	16.43	0	0	0	0	104.25
HIBCH	0	717.95	133.59	215.42	131.12	438.17	127.77	246.86	1173.49	166.56	169.46	150.63	92.84	139.5	165.39
ALDH8A1	0	783.74	0	0	0	0	0	0	200.54	0	0	0	0	0	0
LGALS3	0	26.24	623.37	641.73	904.75	392.28	350.54	388.85	305.11	1120.95	1116.93	1332.38	624.44	631.83	442.38
C1orf85	0	0	4.27	4.45	0	11.14	0	6.44	0	0	0	5.97	4.18	9.54	0
HMGB1	0	792.38	2604.44	2234.15	732.89	549.48	502.16	1985.76	522.97	166.25	1183.94	1894.35	877.12	1604.79	741.07
RMND5A	0	0	17.04	13.31	0	0	0	0	0	0	0	0	0	0	0
UGP2	0	1873.72	256.69	346.15	195.25	167.3	131.73	446.49	317.15	629.92	281.92	326.68	161.12	220.4	362.43
YWHAE	0	1334.63	2601.31	3371.29	2091.09	2863.43	1932.96	2682.05	1749.01	2612.57	2146.78	1867.88	1691.86	2201.01	1939.91
CDC42	0	419.56	608.19	725.18	764.34	0	640.29	518.21	523.5	940.93	544.65	591.54	586.91	649.35	853.07
TAGLN	0	462.75	2585.64	2770.43	3000.62	6373.67	18072.4	3035.77	2628.15	7092.59	25825.22	14344.44	32995.55	25447.81	1742.41
C8orf82	0	193.86	117.66	138.87	59.67	204.5	34.89	118.25	140.64	28.87	66.09	120.64	53.77	96.31	78.53
HPD	0	1855.21	0	0	0	32.62	68	6.29	729.01	0	0	0	0	0	0
AK2	0	939.32	474.16	538.02	462.95	940.96	241.3	746.78	1522.65	260.51	576.43	633.25	291.05	379.17	944.72
MPC2	0	1849.93	157.48	109.33	59.89	205.28	58.36	59.35	147.06	24.15	110.58	91.74	77.1	102.54	21.9
CALM1	0	967.75	701.1	846.05	1862.33	725.33	1385.84	721.37	823.07	1126.53	812.68	606.82	653.84	534.14	984.2
PSMA7	0	375.2	436.76	419.87	306.67	621.89	239.07	232.97	399.08	408.12	481.25	338.21	203.97	315.01	414.86
OTC	0	1808.26	0	0	7.14	0	201.73	169.76	0	0	19.77	13.12	0	5.24	0
ECH1	0	1321.79	402.85	632.04	604.91	1418.55	426.59	528.42	1981.63	664.42	595.13	475.47	261.28	362.07	820.63
ECHDC3	0	299.6	97.61	155.48	104.83	67.36	8.51	207.74	347.46	0	48.38	32.11	33.74	89.73	38.33
HNRNPK	0	908.51	1032.94	1037.45	961.87	1816.06	910.07	1196.93	815.61	906.59	769.18	796.62	392.35	738.56	1030.49
HNRNPM	0	524.43	1162.75	1132.88	592.09	538.84	455.13	1002.13	260.05	93.43	420.96	476.55	357.43	550.45	310.6
HSP90AA1	0	1517.52	3096.51	2401.88	952.93	3133.35	1312.52	980.96	1123.58	810.67	1038.19	1225.46	756.41	1178.47	1011.98
CRKL	0	45.7	77.67	138.66	75.96	50.62	164.49	284.34	49.73	71.47	155.82	139.62	21.73	136.23	120.34
HRAS	0	64.43	123.17	119.11	133.85	80.28	182.6	119.37	128.17	242.9	74.13	135.31	68.92	98.21	234.9
PEA15	0	0	323.94	233.55	189.54	1218.07	295.53	169.04	83.77	298.1	262.45	191.61	109.8	236.42	166.32
ATAD3A	0	105.75	84.02	161.33	27.96	71.87	42.82	110.82	26.48	0	73.74	58.73	18	29.31	74.48
CBX5	0	15.44	261.37	280.98	25.65	54.95	62.5	203.36	37.79	31.04	71.04	94.3	8.26	84.7	98.48
CTSB	0	621.31	104.04	206.38	384.4	439.16	433.34	321.15	866.09	191.49	320.05	422.54	116.43	376.05	413.36
AMDHD1	0	557.77	0	0	0	36.58	47.54	0	17.97	0	0	0	0	0	0
PKM	0	396.72	1869.41	2027.69	1623.72	2765.7	2512.45	1925.85	2710.99	3535.92	1830.44	2084.62	1878.05	2162.47	1424.78
COL6A3	0	592.44	1748.06	1373.59	2826.92	1362.51	3124.96	1725.26	946.44	2038.17	2695.31	2968.51	2667.41	3257.89	2128.08
FABP3	0	103.9	302.68	341.49	95.93	246.6	523.5	95.06	1003.42	696.36	425.07	317.39	432.23	1520.35	63.13
NAPRT1	0	285.99	65.09	71.17	49.51	42.42	38.6	83.4	299.05	95.84	86.84	104.65	73.3	83.55	38.01
FKBP3	0	347.45	387.02	348.79	124.55	223.14	88.27	235.61	183.49	95.89	250.85	197.71	204.06	174.46	347.74
PURA	0	103.18	246.9	223.59	114.32	181.91	175.06	234.65	108.27	9.88	135.68	180.11	147.16	197.71	62.7
FAM49B	0	102.69	224.36	377.04	263.75	132.94	143.63	245.98	91.43	215.86	243.47	192.49	89.88	187.83	178.68
PCCB	0	527.4	135.19	217.89	44.07	444.75	100.21	208.65	764.67	11.85	135.61	184.51	141.83	129.34	16.11
SAMM50	0	102.3	118.97	161.45	65.82	136.29	48.1	81.52	173.72	119.44	111.38	85.69	63.54	60.36	66.17
NQO2	0	608.84	274.73	210.81	142.98	508.9	192.92	108.98	874.96	146.37	111.68	101.08	176.98	129.12	144.76
IDH3B	0	101.65	213.22	222.05	40.55	248.99	39.51	66.96	94.58	24.53	168.43	130.42	108.74	119	126.01
PPIF	0	583.69	297.57	380.73	90.54	0	113.44	474.21	304.87	15.65	286.55	344.72	199.81	180.31	184.43
COQ9	0	101.44	84.43	71.44	16.06	185.73	39.12	79.55	136.01	116.55	140.81	110.67	201.53	111.92	17.61
SCARB1	0	101.43	3.08	6.41	0	922.84	0	0	0	0	0	0	0	0	30.82
ATP12A	0	0	0	0	2.47	0	0	0	0	0	0	0	0	0	0
LONP1	0	281.88	198.84	203.41	82.99	1305.16	46.96	190.99	138.03	16.19	106.26	73.81	55.14	88.39	93.96
NAPA	0	449.04	580.77	681.16	480.37	1205.4	208.97	458.99	454.93	487.75	625.55	362.64	314.71	446.86	301.08
CELF2	0	0	20.71	3.59	15.75	0	15.35	15.61	0	0	9.7	24.13	16.9	19.27	0
AMBP	0	175.93	595.8	650.51	672.49	438.43	1189.56	362.16	646.12	397.95	499.33	369.48	371.69	702.58	112.25
CLU	0	264.67	539	583.64	852.58	442.04	545.06	694.15	652.01	433.61	370.95	209.61	339.05	836.72	381.21
HGD	0	992.14	0	0	0	0	100.08	11.31	571.56	0	5.27	5.24	0	54.42	0
RAD23B	0	170.85	47.75	94.93	72.64	101.84	57.91	196.3	68.1	71.9	134.1	127.44	63.75	96.9	65.19
PPIL1	0	75.24	297.97	374.52	125.05	107.15	76.16	154.89	57.57	56.73	173.15	114.93	181.1	252.32	137.16
NNT	0	793.66	111.88	133.64	125.15	278.8	90.24	257.93	379.79	169.57	201.01	204.72	140.16	110.18	35.69
GLYAT	0	1370.23	0	0	0	0	24.57	0	996.56	0	0	0	0	0	0
ATPIF1	0	84.02	30.6	31.86	69.82	159.53	90.72	230.61	291.43	0	85.93	299.44	89.88	187.83	76.58
TMBIM6	0	96.95	14.12	22.06	32.23	64.43	0	10.64	7.91	0	9.92	0	27.66	15.76	0
CHI3L1	0	96.58	13.19	0	46.82	5.73	0	6.63	24.63	0	6.17	6.15	0	29.44	0
FXYD3	0	0	0	0	61.55	0	29.99	91.49	0	0	113.64	226.27	19.81	135.48	0
GLYCTK	0	96.24	0	0	0	0	0	0	0	0	0	0	0	0	0
FLNC	0	18.27	186.73	195.13	183.18	21.82	2767.23	67.94	12.27	989.54	2219.89	2175.87	3567.97	1769.46	56.94
TGFBI	0	169.96	306.11	261.31	416.07	281.28	1532.53	321.51	441.44	526.46	969.01	978.76	665.84	1263.12	611.28
GLS2	0	95.69	0	0	0	0	0	8.52	0	0	0	0	0	0	0
TUBB2A	0	285.26	458.07	430.12	222.77	269.19	573.32	899.95	408.12	525.2	727.65	488.21	1235.34	393.95	745.56
METTL7B	0	314.95	6.75	21.08	0	0	10	10.17	75.6	0	18.95	28.3	0	0	11.26
FERMT2	0	211.49	368.22	280.71	219.68	250.97	592.26	235.82	156.42	146.17	865.22	928.69	1124.1	1096.02	100.4
CYP4F2	0	673.46	3.13	0	0	0	0	4.72	136.82	0	0	0	0	3.49	0
UBE2I	0	95.26	468.28	487.68	205.81	94.95	0	329.43	128.27	57.46	263.05	160.04	275.13	290.39	312.56
SDPR	0	94.54	464.76	384.73	1033.37	82.85	1006.99	143.71	40.06	73.11	652.68	460.96	653.47	310.37	33.14
EIF5	0	94.09	98.98	166.51	34.75	69.47	11.29	80.34	8.53	0	90.88	31.93	70.83	72.24	76.23
SH3BGRL	0	93.99	337.39	488.86	914.98	325.07	630.66	1547.94	493.15	593.97	1400.84	1763.82	632.02	1621.02	440.6
DPYS	0	848.09	0	0	0	4.31	107.92	0	589.57	0	0	0	0	0	0
VNN1	0	93.27	0	0	0	0	97.45	0	22.1	0	4.62	9.19	0	3.67	0
HSD17B13	0	1737.95	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-DMB	0	0	0	6.74	29.55	0	0	39.04	0	0	18.18	0	0	0	0
CAMP	0	0	0	0	73.85	0	57.57	0	0	0	177.24	190.03	0	54.18	16.2
GZMA	0	5.91	0	0	39.32	0	0	9.74	0	0	27.22	36.14	0	14.43	0
CIRBP	0	91.98	261.26	282.55	168.16	157.18	89.38	257.51	146.38	73.98	84.67	98.34	59.04	56.08	368.88
MGARP	0	0	59.04	161.41	0	202.03	10.94	0	0	0	0	0	7.23	16.48	0
VDAC1	0	1661.03	718.53	1261.96	861.52	1801.83	1236.73	1487.06	2415.55	851.76	1291.26	1166.36	739.37	1338.99	2103.29
DPYSL2	0	236.8	607.63	711.12	1240.16	941.07	1797.14	961.33	380.9	609	1203.94	1097.68	818.85	983.79	326.26
GOT2	0	1711.01	627.01	611.91	173.98	791.63	339.07	404.23	1038.47	508.06	348.89	446.59	474.96	382.95	447.46
FABP5	0	11.31	210.07	257.38	770.77	161.08	696.13	633.36	138.47	2388.07	763.56	1589.49	810.72	400	268.06
YWHAB	0	543.62	393.69	451.7	852.72	826.33	880.41	824.84	815.04	1043.91	684.07	681.05	646.87	536.27	1358.41
CRYZ	0	1520.05	351.28	360.28	170.04	444.03	291.94	649.89	2504.97	303.67	269.08	327.42	484.69	576.27	213.15
PDLIM1	0	194.96	119.48	108.2	410.95	67.72	431.26	469.85	93.14	382.44	306.4	631.88	172.95	272.53	346.73
CYP4F3	0	91.71	0	0	0	0	0	0	3.51	0	0	0	0	0	0
CRIP2	0	91.51	283.25	303.66	392.89	162.89	592.81	326.52	186.71	46	350.98	559.08	709.71	557.93	125.11
BPI	0	15.91	0	0	52.89	0	5.15	0	0	0	29.29	29.16	0	46.57	0
FAM129A	0	3.33	52.69	26.49	71.87	14.21	131.98	197.2	2.04	26.75	234.74	195.6	332.69	223.08	3.03
SLCO1B3	0	90.86	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMA2	0	377.51	419.64	414.42	264.17	584.74	193.07	250.86	235.12	173.11	243.86	323.71	191.29	226.13	519.14
LSM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYBA	0	89.79	26.75	18.57	406.99	81.37	13.22	26.89	9.99	0	50.09	87.28	34.93	39.82	74.4
ACOT13	0	389.83	125.26	195.67	57.17	163.28	74.28	226.59	322.83	92.21	263.86	175.13	98.12	125.83	62.7
CLEC4G	0	89.55	0	0	8.75	0	0	8.68	19.35	31.77	0	0	0	0	19.21
CMPK1	0	555.75	244.54	272.23	269.4	384.72	300.02	355.92	349.62	341.44	402.63	448.01	264.23	395.32	379.91
NOP10	0	89.04	170.22	177.27	147.97	63.4	0	146.63	27.25	0	34.15	237.99	47.62	190	0
GALNT7	0	0	0	18.12	7.56	0	0	14.99	0	0	62.83	31.28	0	27.74	0
SLC25A12	0	39	120.31	99.19	64.82	88.21	44.59	75.57	36.51	207.59	175.99	105.13	193.89	139.88	79.46
ABCC6	0	75.93	0	0	0	0	0	3.43	2.55	0	0	0	0	0	0
MSRB2	0	79.02	19.18	29.97	0	37.51	0	57.84	53.74	0	13.47	40.23	46.96	74.94	32.01
SPRR1A	0	0	0	0	0	0	0	0	0	872.94	0	0	18.58	0	0
OXCT1	0	0	106.78	166.8	55.84	100.04	143.45	160.96	164.52	42.99	206.18	228.6	150.3	204.85	33.41
CLIC3	0	0	0	0	267.44	0	0	0	0	323.55	0	0	6.89	0	398.95
COX6A1	0	42.33	0	16.05	70.36	40.19	0	0	51.83	0	0	150.88	30.19	34.42	51.45
RPL36	0	559.9	504.63	366.28	46.53	338.87	68.01	668.5	51.41	0	279.17	277.94	209.63	153.62	102.07
ACADL	0	86.38	27.52	16.38	29.91	5.13	5.83	59.27	105.75	0	0	0	0	13.17	0
FAM107B	0	77.17	0	37.63	0	0	35.71	127.09	0	0	0	16.84	11.79	40.33	0
MDK	0	0	240.47	125.21	36.58	78.36	89.12	108.75	0	0	50.65	16.81	23.55	40.26	0
KRT5	0	52.25	327.44	262.79	1110.53	571.71	347.36	217.37	289.5	9753.01	476.71	764.4	1079.55	1274.18	50.13
RPS4Y1	0	23.29	19.08	53	19.36	33.17	9.43	86.31	7.13	0	0	0	68.52	0	201.69
GNA11	0	85.51	360.33	264.07	277.47	127.57	191.25	134.12	204.38	32.75	149.93	180.37	174.24	297.93	89.08
CYP2B6	0	85.34	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAP23	0	14.69	88.26	142.05	122.07	10.46	142.74	181.43	44.96	14.77	112.68	168.27	23.57	125.39	107.11
PSME2	0	820.01	410.3	320.47	884.28	900.32	212.89	371.11	459.78	742.58	470.57	497.17	247.76	335.85	467.84
TAT	0	85.08	0	0	0	0	0	0	0	0	0	0	0	0	0
VCAM1	0	0	6.92	0	0	15.03	10.25	20.85	5.17	0	9.71	0	0	2.57	0
EPHX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPEPPS	0	84.7	337.48	277.77	154.58	191.58	139.87	196.93	166.72	307.23	234.42	225.77	195.43	269.36	190.74
DCTN3	0	81.22	177.46	175.57	148.48	150.36	184.15	93.63	69.6	48.99	124.6	86.84	147.7	207.98	118.44
RXFP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POTEF	0	0	23.14	32.14	4.69	6.03	13.72	20.93	1.73	0	2.17	0	10.58	56.83	5.15
PCBP3	0	0	37.98	29.67	0	12.38	0	93.05	5.32	0	6.67	0	55.79	0	71.31
UGT2B4	0	402.51	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP2C8	0	617.59	0	0	0	0	0	0	3.76	0	0	0	0	0	0
TIMM9	0	82.64	0	37.61	27.47	23.54	53.54	27.22	40.47	33.23	76.07	75.73	17.68	100.77	60.26
NAA38	0	82.44	90.06	75.03	109.61	23.48	106.81	162.92	60.55	198.91	25.3	151.1	17.64	80.42	90.17
DHRS3	0	81.81	0	0	8.5	0	8.28	8.42	6.26	0	0	0	5.47	6.23	9.32
GCSH	0	81.74	19.84	20.67	0	12.93	88.26	29.92	44.48	0	27.87	0	0	33.23	82.79
ARCN1	0	350.79	173.59	293.35	204.3	192.13	140.81	459.19	146.82	126.6	252.99	174.02	105.84	230.33	300.6
CALD1	0	193.18	504.48	845.63	626.83	757.17	2032.11	715.05	292.8	473.5	2704.03	2933.75	3103.7	3244.05	372.27
MT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNPS1	0	20.06	76.69	96.98	33.33	21.42	24.36	66.06	6.14	10.08	23.08	68.93	21.46	18.34	73.12
ATP2A2	0	360.22	488.23	472.75	183.83	436.35	244.49	228.92	49.4	1367.43	240.78	253.41	244.64	426.5	62.67
UBE2V2	0	304	721.46	1037.57	121.95	253.77	577.22	155.37	102.66	105.38	997.09	672.46	381.26	971.47	38.22
UPK1A	0	0	0	0	0	0	0	0	0	0	0	0	63.54	0	0
PRKCDBP	0	74.3	554.69	690.39	483.68	26.45	531.5	356.91	121.29	112.05	759.98	936.32	483.54	838.12	180.6
FBN1	0	45.6	570.13	480	379.81	281.63	1246.45	605.24	115	345.73	561.3	889.41	406.66	328.91	142.2
CDKN2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPY30	0	0	0	52.04	25.34	0	49.39	25.11	18.67	0	23.39	46.58	16.31	55.78	138.97
PPP4C	0	34.23	80.12	133.51	24.38	34.82	7.92	48.31	35.91	58.99	37.51	37.34	57.54	29.81	35.65
HPRT1	0	286.12	983.46	817.78	266.76	268.32	135.63	264.33	264.84	238.54	224.83	149.23	111.98	204.23	279.87
GLUD1	0	3595.47	524.94	800.95	612.88	875.24	755.59	722.32	2130.67	303.33	497.18	759.54	466.21	664.29	478.71
HSP90AB1	0	692.17	1150	832.02	523.83	1598.81	840.75	827.78	494.29	492.9	625.77	673.35	579.57	567.72	1089.03
SERPINA1	0	2473.61	9975.22	5110.72	5703.02	4149.7	6561.92	2218.13	5809.26	7032.4	4194.71	2174.97	8036.46	4434.99	1712.69
LDHB	0	468.17	1544.57	1310.28	964.82	1373.39	1152.48	763.28	4149.44	1637.91	1213.84	1244.23	1692.75	1204.57	1476.43
RPS18	0	1132.6	856.6	803.98	659.63	730.62	611.43	1163.77	355.52	214.1	831.68	813.22	610.97	448.56	1429.37
HBZ	0	0	0	0	0	0	0	0	0	0	0	16.75	0	13.38	1699.67
HIST1H2AA	0	650.73	3791.39	2056.49	720.99	0	605	1547.93	870.38	1720.3	1035.3	809.86	734.78	749.42	3778.34
ACSM2A	0	1519.68	0	0	0	0	0	0	1847.31	0	0	0	0	0	0
ETFB	0	1515.43	457.63	602.74	430	1157.98	638.52	730.44	1206.62	458.29	737.17	583.37	408.57	428.18	673.78
MT1E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUOX	0	258.93	24.87	32.37	9.46	121.56	46.08	9.37	236.86	0	8.73	17.38	51.74	38.17	15.56
LANCL1	0	53.03	293.8	159.45	144.79	102.49	55.21	99.81	148.39	83.78	145.28	86.78	243.12	147.81	69.05
UPP1	0	0	0	5.75	16.8	0	0	8.32	12.38	20.33	0	0	0	6.16	36.86
HNRNPH3	0	78.97	416.12	480.92	277.92	291.06	255.78	390.14	181.97	149.44	185.29	283.8	213.67	305.87	321.77
RAG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTAGE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB3	0	180.52	131.47	102.69	125.01	107.11	48.73	173.42	184.16	0	138.48	137.86	128.74	128.41	54.85
SNRPG	0	0	44.11	160.78	67.11	86.25	98.09	398.98	98.86	40.59	278.76	215.86	86.39	270.81	0
NDUFV3	0	0	0	0	23.87	0	0	94.62	17.58	0	0	21.94	15.37	35.03	0
KRTAP11-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX20	0	77.43	126.89	102.78	21.45	147.02	104.5	21.25	94.79	0	79.2	118.27	96.64	47.21	117.63
LAMTOR1	0	77.33	211.2	175.96	353.43	261.54	93.93	286.54	236.67	97.18	222.44	118.11	175.78	330.04	264.31
LSM7	0	0	0	16.82	73.71	21.05	0	24.35	18.1	89.18	22.68	67.74	0	36.06	0
ATP5EP2	0	383.99	64.54	201.63	196.36	168.25	95.68	145.93	144.64	59.39	317.21	360.93	126.39	288.15	53.85
CS	0	252.09	228.29	222.65	396.91	798.27	182.65	229.42	503.52	413.5	279.88	258.38	191.61	161.79	284.19
NDUFA8	0	76.78	46.6	58.24	28.36	72.9	0	28.1	94	34.31	104.71	52.12	63.89	52.02	46.66
SH3GL1	0	57.88	162.59	192.84	13.74	35.32	107.13	183.82	5.06	49.87	120.51	88.4	137.1	176.44	67.83
PAH	0	863.22	0	0	0	0	0	0	473.72	0	0	0	0	0	0
SPTB	0	72.38	12.92	15.84	210.51	95.14	21.41	32.09	142.28	57.37	28.83	19.13	4.47	25.46	72.31
CAST	0	76.16	83.2	147.81	126.58	118.03	87.07	151.25	35.65	153.14	58.42	95.8	146.17	174.82	61.25
GOSR2	0	76.16	30.25	39.38	0	29.58	11.21	34.21	25.43	0	10.62	10.57	0	16.88	63.1
UBE2N	0	300.26	524.82	489.63	249.51	228.04	713.21	593.37	330.82	402.48	767.74	565.62	663.8	549.2	474.36
MAT1A	0	1438.3	8.59	0	13.06	22.38	0	38.83	9.62	0	0	0	16.82	0	0
BHMT2	0	454.81	0	9.67	14.13	0	41.3	7	629.62	8.55	0	6.49	0	0	23.25
CPPED1	0	265.39	115.97	164.69	152.37	137.43	85.96	87.41	212.65	135.83	133.25	73.7	118.72	141.21	202.31
VKORC1	0	75.25	0	10.7	0	0	0	15.49	0	0	14.43	0	10.06	0	0
RDH16	0	961.66	0	0	0	0	0	0	0	0	0	0	0	0	0
ADSSL1	0	75.16	3.73	11.66	0	4.87	16.6	16.88	20.91	137.38	0	0	0	8.33	0
NDUFC2	0	241.79	316.97	192.56	341.57	189.38	137.06	278.73	177.6	0	185.48	461.64	349.18	250.62	66.11
