Protein	Description	Gene	H13_1	H13_2	H16_1	H16_2	H19_1	H19_2	H22_1	H22_2	H25_1	H25_2	H28_1	H28_2	H31_1	H31_2	H34_1	H34_2	H37_1	H37_2
C9JZC2	Zinc finger protein 621	ZNF621	9892.046875	9368.859375	36343.1875	0	12441.6083984375	19321.30078125	13180.2890625	19054.798828125	19319.318359375	0	31110.8203125	24697.87890625	29455.240234375	17087.66796875	61677.78125	32592.80078125	35857.37890625	25554.240234375
C9JZR2	Catenin delta-1	CTNND1	205403.078125	205706.75	230050.890625	212694.65625	224734.125	202955.234375	182360.4375	200022.109375	198773.234375	227621.421875	264733.96875	242219.53125	254233.875	208516.03125	305185.71875	299146.40625	280668.09375	297500.40625
C9K0J5	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1, isoform CRA_b	RAPH1	26446.744140625	44761.53125	40709.1875	33263.9765625	56259.578125	26634.087890625	32991.16796875	32442.177734375	63369.0703125	54949.98828125	53038.1015625	18300.591796875	39891.03125	48578.69140625	37657.55859375	59156.53515625	28057.7265625	55742.171875
D0PNI1	Epididymis luminal protein 4	YWHAZ	1106059.25	1039291.9375	1186345	1081709.5	1056069.375	1102204.375	1108731.25	1142615.5	1026174.875	1013039.5625	1129843.875	1167415.625	1010438.75	1085587.375	1352422.375	1338203.375	1198076.625	1264628.625
D0PNI2	Lysyl oxidase homolog	LOX	129885.8203125	67775.8359375	121325.609375	113066.6328125	137603.15625	138024.390625	170584.34375	197056.203125	216046.046875	191703	145691.34375	240929.984375	143778.171875	161953.15625	143854.765625	104615.953125	131106.3125	77286.3125
D2CFK9	Nucleolar GTP-binding protein 1	GTPBP4	125185.40625	134050.53125	157169.8125	126133.421875	137972.375	130619.46875	143405.8125	153808.125	149023.46875	139483.40625	143652.359375	148597.328125	127669.1640625	115009.1171875	130463.6328125	119829.5234375	128168.6171875	116760.5546875
D2CPI8	Xeroderma pigmentosum complementation group C protein (Fragment)		7619.7734375	9201.6015625	8843.583984375	10531.740234375	0	10221.2763671875	6270.7548828125	9680.484375	9398.1669921875	0	0	0	0	8740.521484375	0	0	0	11497.9208984375
D2DXM9	Nuclear factor 1		125819.7578125	156555.21875	154960.0625	126610.015625	130672.078125	121034.53125	91453.5703125	97042.9296875	93530.75	107784.25	106437.3671875	105363.015625	99726.4375	81206.015625	111664.6328125	100152.3359375	105915.828125	120259.5546875
D2JYH4	Actin, alpha 2, smooth muscle, aorta	ACTA2	1551917.625	1401675.875	1091553.625	1514660	1670548.625	1603915.75	1831556.25	2179273	1849995.875	1526917.875	2018577.125	2198367.75	2518409.5	2876631.25	1851657.5	3363025	4180161	4622963
D2SNZ4	Proline rich 11, isoform CRA_a	PRR11	9504.9873046875	0	13597.474609375	7096.396484375	18352.15234375	11212.880859375	20620.4609375	18511.84765625	20570.283203125	13498.89453125	0	11314.365234375	0	7602.9443359375	0	0	0	0
D2Y3F6	Dct1		9727.5322265625	27277.4453125	10914.935546875	22250.94921875	24792.728515625	15444.0849609375	10349.7373046875	11116.783203125	11178.484375	16181.8251953125	12982.19921875	13103.2724609375	17438.052734375	17875.576171875	15115.7353515625	26594.796875	26889.44140625	15655.970703125
D3DNQ1	Translocation protein 1, isoform CRA_b	TLOC1	261546.140625	294861.3125	366272.0625	293831.8125	308530.40625	286469.78125	359903.65625	352928.0625	334555.625	333070.5	482370.59375	403073.34375	440652.875	314462.5	669519	554829.1875	650391.8125	521198.1875
D3DNT9	EPH receptor B3, isoform CRA_a	EPHB3	13963.0908203125	18438.52734375	16748.68359375	13228.8525390625	13397.69140625	14269.619140625	8325.265625	10757.638671875	8573.5986328125	10134.1025390625	13256.556640625	9021.4052734375	17852.34375	9100.89453125	22570.541015625	23233.1796875	12679.185546875	27061.10546875
D3DP46	Signal peptidase complex subunit 3	SPCS3	547749.625	540005.9375	621790.0625	544339.1875	627874.3125	579588.375	535280.5	550844.25	602594.9375	552724.75	636791.1875	673988.25	674627.8125	584344.5	922246.5	745032.3125	900517.5	720647.875
D3DPC4	RAP domain-containing protein	FLJ21901	3221.47436523438	3125.71850585938	24753.4375	3835.44677734375	1059.7939453125	4295.087890625	18041.05859375	35940.1640625	65634.78125	21957.1328125	68675	52515.7890625	41549.9140625	43531.72265625	144847.984375	56350.5390625	89442.65625	109668.796875
D3DPK5	SH3 domain binding glutamic acid-rich protein like 3, isoform CRA_a (Fragment)	SH3BGRL3	1110990.125	1652740	1850851.375	1457982.75	867113.8125	1147582.25	1088121.75	1258955.375	802545.9375	1135091.75	1091104	892213.75	1116208.75	1315808.375	479013.75	1304729	1225153	1491394.75
D3DPS3	Arginine/proline rich coiled-coil 1, isoform CRA_b	RPRC1	52489.4453125	48137.55859375	51790.96484375	60789.5390625	62887.53515625	55458.14453125	75506.234375	68830.6953125	68364.984375	76263.9140625	45765.57421875	53702.33203125	56681.81640625	66053.34375	48414.234375	55784.61328125	30026.802734375	32158.96484375
D3DPU2	Adenylyl cyclase-associated protein	CAP1	368385.625	410991.125	526508.8125	393268.71875	410605.5	407590.375	455085	472962.625	414870.53125	415873.875	447849.625	410694.71875	408799.375	366251.125	550829.375	655358.5625	666804.6875	619357.375
D3DQ48	Transmembrane protein 59, isoform CRA_e	TMEM59	45600.7109375	43341.046875	38892.66796875	56754.93359375	39367.1953125	51574.66015625	69957.4765625	73485.296875	72254.875	53728.7421875	50130.3828125	47982.03125	59329.08984375	125481.7421875	59050.984375	35313.13671875	37689.5	32512.69140625
D3DQH8	Secreted protein, acidic, cysteine-rich (Osteonectin), isoform CRA_a	SPARC	246480.5625	238056.03125	273725.3125	241834.515625	295523.65625	273173.875	237750.59375	277498.53125	316192.78125	379770.09375	412026.375	514375.6875	413831.96875	506043.40625	409186.03125	514127.40625	474926.125	346104.28125
D3DQU2	Tripeptidyl peptidase I, isoform CRA_a	TPP1	98105.78125	109821.8359375	126591.5078125	96243.9140625	97032.3359375	116109.0390625	112970.171875	108231.828125	104680.4609375	137634.515625	158549.046875	163416.921875	118086.0703125	108596.484375	190591.1875	132176.546875	184248.109375	208968.234375
D3DR24	Exostoses (Multiple) 2, isoform CRA_a	EXT2	27511.37890625	26324.970703125	28450.279296875	36670.5	22856.943359375	28451.185546875	27954.720703125	26360.400390625	31902.04296875	32907.20703125	28136.6328125	28282.7734375	27219.6484375	26565.994140625	32143.791015625	27311.22265625	28440.7421875	23272.884765625
D3DR40	Chromosome 10 open reading frame 4, isoform CRA_b	C10orf4	4846.95556640625	5054.64013671875	6274.7353515625	9299.486328125	6948.8701171875	5615.3916015625	5345.15234375	0	8635.92578125	9241.3671875	5661.2734375	7229.9482421875	6163.1337890625	5185.287109375	0	4413.3271484375	2990.7412109375	0
D3DRP5	Chromosome 9 open reading frame 19, isoform CRA_a (Fragment)	C9orf19	472802.65625	491142.34375	507820.1875	391072.59375	443233.1875	481254.625	351396.625	401401.03125	357685.46875	332901.28125	577427.25	460701.34375	443348.78125	341569.71875	520212.5	502430.78125	571835.9375	397488.84375
D3DS77	KIAA0323, isoform CRA_a	KIAA0323	7666.041015625	9296.3828125	7918.76220703125	8885.9091796875	9510.763671875	9990.8935546875	17961.501953125	9586.845703125	9532.232421875	9303.4169921875	7906.3017578125	7069.02880859375	8601.298828125	10153.8759765625	9022.166015625	5643.8212890625	0	5064.486328125
D3DS96	Bromodomain adjacent to zinc finger domain, 1A, isoform CRA_c	BAZ1A	13092	11340.2060546875	25597.888671875	10614.0576171875	14365.02734375	22340.197265625	25315.935546875	13239.7236328125	14266.744140625	11721.611328125	11953.2900390625	16746.15625	11296.1572265625	8691.599609375	15424.5732421875	16167.486328125	17637.349609375	0
D3DSM4	Collagen, type XVIII, alpha 1, isoform CRA_d	COL18A1	38622.5625	36631.37890625	37788.9921875	39025.4296875	47859.45703125	45984.02734375	35495.07421875	32872.1875	37436.90625	43368.16796875	49417.35546875	50266.82421875	43417.1640625	36920.8359375	51667.453125	45067.3359375	49164.46484375	47449.578125
D3DSM6	Solute carrier family 19 (Folate transporter), member 1, isoform CRA_f	SLC19A1	23692.20703125	0	14944.322265625	20650.189453125	18464.509765625	11110.759765625	19269.884765625	15173.4287109375	19829.8359375	0	7007.09130859375	13152.0244140625	0	0	0	0	0	0
D3DSW3	Pyridoxal phosphate homeostasis protein	PROSC	37533.13671875	33408.03125	34569.671875	36486.15625	31019.5078125	32781.26953125	35380.4921875	34232.484375	30573.572265625	38098.3046875	39511.19140625	32041.01953125	39840.078125	37478.6328125	45785.29296875	33473.07421875	38877.75390625	54482.63671875
D3DSW5	G protein-coupled receptor 124, isoform CRA_a	GPR124	24529.291015625	34900.52734375	75388.3203125	24706.330078125	33209.80078125	32969.50390625	22670.46875	28131.7265625	42411.0625	35222.4375	47601.90625	37854.3046875	42866.03125	25051.42578125	37955.04296875	45934.69140625	53411.234375	39142.3046875
D3DSY9	Farnesyltransferase, CAAX box, alpha, isoform CRA_a	FNTA	11068.7431640625	13066.732421875	14383.4765625	12262.8125	11597.458984375	13231.44140625	19167.634765625	13617.3759765625	14749.380859375	11716.1611328125	13925.8408203125	21230.9296875	11512.173828125	10476.0068359375	14837.54296875	23609.8984375	19409.177734375	15144.8017578125
D3DT71	Collagen, type XI, alpha 1, isoform CRA_b	COL11A1	24352.046875	22256.7265625	27616.650390625	20335.34765625	27566.05078125	19059.373046875	14648.6630859375	19954.74609375	15157.1083984375	14770.7724609375	20480.82421875	0	13360.197265625	14258.64453125	11268.4765625	12974.2890625	18113.52734375	22558.2109375
D3DT93	TNF receptor-associated factor	TRAF5	0	0	0	0	0	0	0	0	0	2153.2294921875	0	0	0	0	0	3542.00952148438	1779.37084960938	0
D3DTH7	Myosin IC, isoform CRA_a	MYO1C	0	0	4625.1396484375	0	6173.44775390625	0	0	0	0	0	6912.06787109375	0	0	0	0	0	0	14882.55078125
D3DTN6	HCG1987397, isoform CRA_c	hCG_1987397	72684.5703125	49721.625	77915.046875	41116.140625	63738.29296875	53037.4609375	36453.5078125	71989.84375	55238.07421875	55571.8203125	66705.5625	62700.140625	77099.9921875	38508.203125	84201.2890625	53467.4609375	75651.15625	59012.875
D3DTP7	Phospholipid scramblase	hCG_1987383	220576.171875	195727.203125	284437.96875	301757.6875	238259.0625	233385.59375	394177.6875	639366.25	501319.40625	699493.9375	634609.125	787481.9375	486318.6875	925627	589816.5625	422458.375	294383.5	467780.65625
D3DTX7	Collagen, type I, alpha 1, isoform CRA_a	COL1A1	3986728	3978530	4487387	3836920.5	4543031	4296149	2677760.5	3094478	3475980.5	3868353	5806471	5146927	4903417.5	2580960.25	5135654	4930550	5290306	4855933.5
D3DU92	RNA binding protein S1	RNPS1	311071.59375	340287.59375	170199.25	281293.6875	252844.546875	333365.53125	200510.828125	264957.3125	228058.359375	202152.9375	195610.6875	201644.109375	211143.71875	215838.625	114146.4609375	154262.671875	138791.078125	107306.7578125
D3DUE6	Cytokine-like nuclear factor n-pac, isoform CRA_c	N-PAC	41938.7109375	39232.93359375	39374.46875	43548.7109375	44315.09375	43906.73828125	46939.4140625	50437.59375	51213.5546875	49358.4765625	48960.125	58380.3125	43989.08203125	47724.890625	45289.8515625	18516.189453125	12584.0576171875	22851.27734375
D3DUJ0	AFG3 ATPase family gene 3-like 2 (Yeast), isoform CRA_a (Fragment)	AFG3L2	77594.0859375	91187.8203125	85870.8671875	89541.15625	81269.65625	83334.046875	81797.859375	77499.625	75146.4140625	79981.546875	85960.875	83588.2109375	79172.2890625	59891.12890625	86671.875	81532.1640625	71229.875	72918.9921875
D3DUL8	KIAA1609 protein, isoform CRA_a	KIAA1609	89653.1328125	87368.828125	91260.2890625	95319.890625	91958.21875	88176.125	80499.3125	75109.3671875	101406.6640625	94437.6796875	101611.0390625	127002.5390625	111092.1484375	98258.1875	114755.6015625	125499.1015625	121624.5625	109186.046875
D3DUP1	WNK lysine deficient protein kinase 1, isoform CRA_b	WNK1	13838.240234375	23424.19921875	23842.640625	15713.5107421875	6811.615234375	16666.072265625	16928.09765625	20197.515625	15504.80859375	10234.7412109375	9700.876953125	11864.611328125	18340.427734375	9660.783203125	15140.7763671875	15152.986328125	20826.029296875	37543.79296875
D3DUR9	Zinc finger protein 384, isoform CRA_a	ZNF384	13310.4921875	16752.462890625	19123.44921875	17622.49609375	22800.869140625	18164.845703125	17010.19140625	24593.58203125	18631.966796875	17319.732421875	19303.18359375	16835.947265625	17673.546875	24814.435546875	19813.28125	14796.349609375	9275.603515625	6697.3203125
D3DUW7	Dynamin 1-like, isoform CRA_a	DNM1L	43151.5390625	37586.7890625	44973.453125	35108.12890625	48171.48828125	55385.6796875	38545.61328125	44225.1640625	38802.63671875	41639.421875	40518.86328125	45153.8125	39469.91015625	44776.90234375	53455.6328125	47751.60546875	48217.33203125	42852.6484375
D3DUZ3	Interferon, gamma-inducible protein 16, isoform CRA_a	IFI16	172691.765625	181662.21875	166728.015625	203376.046875	177866.640625	164258.84375	167668.203125	167273.390625	159786.875	158356.46875	151044.953125	140555.625	136512.578125	140671.8125	145236.015625	95859.2421875	84206.71875	94489.3671875
D3DV26	S100 calcium binding protein A10 (Annexin II ligand, calpactin I, light polypeptide (P11)), isoform CRA_b (Fragment)	S100A10	3181696	3394045.75	5053042	2105692.75	3762760	3800315.5	4320859.5	3919773.5	3287148.25	2830874.25	4421649.5	4834695	3413743.25	3592755.5	4997351	4430431.5	3718753	4652116.5
D3DVC4	Nestin, isoform CRA_c	NES	48062.20703125	34650.06640625	41854.015625	97212.328125	42104.25390625	45358.015625	121588.046875	111356.40625	110879.1875	112619.765625	101968.5390625	116113.609375	71394.28125	134090.8125	55023.7421875	39905.421875	48214.28515625	66666.2734375
D3DVH3	Inositol polyphosphate-4-phosphatase, type I, 107kDa, isoform CRA_c	INPP4A	8382.71875	8963.666015625	11924.53125	9364.705078125	57911.9921875	9020.236328125	31954.94140625	41140.37890625	9100.2255859375	10407.3671875	52066.9609375	0	10685.0869140625	34693.78515625	7432.49365234375	15043.33984375	67657.6953125	13923.2783203125
D3DW56	Ubiquitin-like 7 (Bone marrow stromal cell-derived), isoform CRA_a	UBL7	11302.65234375	9253.41015625	10009.4033203125	11496.9384765625	9052.13671875	8878.615234375	6256.248046875	6875.46044921875	10550.66015625	3917.17626953125	7827.43212890625	6067.716796875	11834.0849609375	0	8666.7900390625	7239.2099609375	0	0
D3DW85	Iron-responsive element binding protein 2, isoform CRA_a	IREB2	4693.57421875	3276.2373046875	4619.8662109375	3680.97631835938	6768.86328125	3447.16186523438	4935.01025390625	8841.154296875	4743.26806640625	9530.8876953125	7574.70947265625	12180.658203125	10298.9248046875	20299.537109375	7193.15673828125	6860.13037109375	3664.6494140625	7853.83642578125
D3DWX8	Family with sequence similarity 3, member A, isoform CRA_c	FAM3A	11237.9833984375	8180.849609375	8982.72265625	10999.8818359375	11946.9970703125	14810.4970703125	10174.3974609375	6110.34765625	10873.6845703125	11526.099609375	7910.98095703125	9809.5400390625	12290.52734375	10675.255859375	12755.9443359375	6482.0498046875	10031.154296875	12633.05078125
D3DWY7	Prefoldin subunit 3	VBP1	50251.96484375	51531.0078125	52353.109375	45913.12109375	43536.6171875	50398.640625	65579.71875	50907.9296875	46463.03125	51880.7421875	46846.1796875	48002.48828125	41811.21484375	50311.015625	48226.40625	43539.65625	39758.24609375	46409.18359375
D3DXC9	Serine hydroxymethyltransferase	SHMT1	51564.4609375	39994.1015625	83645.515625	12584.0458984375	51193.5625	46467.578125	64086.34765625	71528.9140625	57844.0234375	11596.3134765625	52193.36328125	12918.3232421875	13490.1474609375	32840.08203125	72218.1796875	46970.7890625	77583.015625	8933.966796875
D3HIE9	MHC class I antigen (Fragment)	HLA-B	8728.2119140625	11746.880859375	9301.0771484375	6671.935546875	5736.5205078125	8460.759765625	6041.70068359375	0	9123.064453125	5178.4765625	3854.87329101563	0	9672.1123046875	7889.58642578125	0	10975.384765625	19757.15234375	14705.8583984375
D3VVS7	Ataxin 3 variant ref (Fragment)	ATXN3	4907.2822265625	5160.39453125	2745.97216796875	3249.2265625	1966.87316894531	7681.64013671875	5163.5126953125	0	0	3688.34008789063	2357.37353515625	4231.8193359375	0	0	0	2669.55297851563	0	0
D3YTB5	Interleukin-1 receptor-associated kinase 1	IRAK1	4867.7001953125	7350.5625	5336.78857421875	6362.8330078125	6245.41796875	5703.6796875	7132.6083984375	7443.17919921875	6153.18359375	7294.2431640625	7854.37890625	7570.75341796875	6987.05517578125	5858.21533203125	9563.1484375	8065.1259765625	5694.087890625	6008.98583984375
D3YTC7	Phosphatidylethanolamine N-methyltransferase	PEMT	20338.509765625	22390.091796875	18684.037109375	24136.853515625	20724.80078125	18681.720703125	21212.888671875	16335.154296875	16354.947265625	17691.34375	19753.171875	18884.8984375	22558.34375	23861.705078125	18894.314453125	17201.041015625	26268.50390625	21588.859375
D4QEZ8	Short-chain acyl-CoA dehydrogenase	ACADS	25553.705078125	35348.43359375	21284.09765625	24343.255859375	14834.705078125	31102.314453125	16597.927734375	17750.435546875	14828.3134765625	13685.7294921875	20358.76953125	12404.0283203125	14128.6943359375	12942.8671875	21193.44140625	21351.431640625	16816.4296875	20773.34765625
D5FWD0	MHC class I antigen (Fragment)	HLA-B	690918.625	815709.1875	623266.8125	625107.25	586002.3125	723090.1875	600063.125	560490.6875	575170.75	592602.6875	927007.5	672239.5	778066.25	721465.1875	1338945.375	1198598.5	1453960.5	1481059.875
D6R938	Calcium/calmodulin-dependent protein kinase (CaM kinase) II delta, isoform CRA_e	CAMK2D	131130.640625	146905.828125	135900.640625	116133.4921875	109264.7109375	146827.296875	202587.1875	186009.8125	186642.390625	178385.609375	173445.96875	205219.65625	114024.953125	146071.1875	136495.4375	109387.1484375	110136.0390625	141586.5625
D6R9P4	Glucosamine-6-phosphate isomerase	GNPDA1	22481.193359375	26478.603515625	31518.580078125	24070.23046875	27724.173828125	22228.23046875	25138.642578125	35631.7421875	24375.81640625	24469.01953125	24022.388671875	25425.615234375	33878.14453125	25859.255859375	28476.33984375	29321.427734375	36009.171875	31604.34765625
D6R9S7	Solute carrier family 41 member 3 (Fragment)	SLC41A3	15392.517578125	14086.796875	16679.87890625	16828.212890625	17475.828125	15555.8369140625	16820.0234375	14771.8779296875	16804.05859375	15946.2109375	18364.240234375	22008.63671875	23501.56640625	18606.787109375	22912.326171875	26997.703125	24698.0859375	27944.986328125
